427	865
426	865
426	869
425	869
425	871
424	871
424	873
423	873
423	874
422	874
422	876
421	876
421	877
420	877
420	878
419	878
419	879
418	879
418	880
417	880
417	881
416	881
416	882
414	882
414	883
413	883
413	884
411	884
411	885
409	885
409	886
406	886
406	887
401	887
401	888
390	888
390	887
385	887
385	886
382	886
382	885
380	885
380	884
378	884
378	883
377	883
377	882
375	882
375	881
374	881
374	880
373	880
373	879
372	879
372	878
371	878
371	877
370	877
370	876
369	876
369	874
368	874
368	873
367	873
367	871
366	871
366	869
365	869
365	865
364	865
364	855
365	855
365	851
366	851
366	849
367	849
367	847
368	847
368	846
369	846
369	844
370	844
370	843
371	843
371	842
372	842
372	841
373	841
373	840
374	840
374	839
375	839
375	838
377	838
377	837
378	837
378	836
380	836
380	835
382	835
382	834
385	834
385	833
390	833
390	832
401	832
401	833
406	833
406	834
409	834
409	835
411	835
411	836
413	836
413	837
414	837
414	838
416	838
416	839
417	839
417	840
418	840
418	841
419	841
419	842
420	842
420	843
421	843
421	844
422	844
422	846
423	846
423	847
424	847
424	849
425	849
425	851
426	851
426	855
427	855
