225	793
224	793
224	796
223	796
223	798
222	798
222	799
221	799
221	801
220	801
220	802
219	802
219	803
218	803
218	804
216	804
216	805
215	805
215	806
212	806
212	807
209	807
209	808
200	808
200	807
197	807
197	806
194	806
194	805
193	805
193	804
191	804
191	803
190	803
190	802
189	802
189	801
188	801
188	799
187	799
187	798
186	798
186	796
185	796
185	793
184	793
184	784
185	784
185	781
186	781
186	779
187	779
187	778
188	778
188	776
189	776
189	775
190	775
190	774
191	774
191	773
193	773
193	772
194	772
194	771
197	771
197	770
200	770
200	769
209	769
209	770
212	770
212	771
215	771
215	772
216	772
216	773
218	773
218	774
219	774
219	775
220	775
220	776
221	776
221	778
222	778
222	779
223	779
223	781
224	781
224	784
225	784
