426	788
425	788
425	791
424	791
424	793
423	793
423	795
422	795
422	796
421	796
421	797
420	797
420	798
419	798
419	799
418	799
418	800
416	800
416	801
414	801
414	802
412	802
412	803
408	803
408	804
398	804
398	803
394	803
394	802
392	802
392	801
390	801
390	800
388	800
388	799
387	799
387	798
386	798
386	797
385	797
385	796
384	796
384	795
383	795
383	793
382	793
382	791
381	791
381	788
380	788
380	780
381	780
381	777
382	777
382	775
383	775
383	773
384	773
384	772
385	772
385	771
386	771
386	770
387	770
387	769
388	769
388	768
390	768
390	767
392	767
392	766
394	766
394	765
398	765
398	764
408	764
408	765
412	765
412	766
414	766
414	767
416	767
416	768
418	768
418	769
419	769
419	770
420	770
420	771
421	771
421	772
422	772
422	773
423	773
423	775
424	775
424	777
425	777
425	780
426	780
