419	871
418	871
418	874
417	874
417	877
416	877
416	879
415	879
415	880
414	880
414	881
413	881
413	883
412	883
412	884
411	884
411	885
410	885
410	886
408	886
408	887
407	887
407	888
405	888
405	889
404	889
404	890
401	890
401	891
399	891
399	892
394	892
394	893
383	893
383	892
378	892
378	891
376	891
376	890
373	890
373	889
372	889
372	888
370	888
370	887
369	887
369	886
367	886
367	885
366	885
366	884
365	884
365	883
364	883
364	881
363	881
363	880
362	880
362	879
361	879
361	877
360	877
360	874
359	874
359	871
358	871
358	861
359	861
359	858
360	858
360	855
361	855
361	853
362	853
362	852
363	852
363	851
364	851
364	849
365	849
365	848
366	848
366	847
367	847
367	846
369	846
369	845
370	845
370	844
372	844
372	843
373	843
373	842
376	842
376	841
378	841
378	840
383	840
383	839
394	839
394	840
399	840
399	841
401	841
401	842
404	842
404	843
405	843
405	844
407	844
407	845
408	845
408	846
410	846
410	847
411	847
411	848
412	848
412	849
413	849
413	851
414	851
414	852
415	852
415	853
416	853
416	855
417	855
417	858
418	858
418	861
419	861
