369	830
368	830
368	833
367	833
367	835
366	835
366	837
365	837
365	838
364	838
364	840
363	840
363	841
362	841
362	842
361	842
361	843
360	843
360	844
358	844
358	845
357	845
357	846
355	846
355	847
353	847
353	848
351	848
351	849
348	849
348	850
344	850
344	851
331	851
331	850
327	850
327	849
324	849
324	848
322	848
322	847
320	847
320	846
318	846
318	845
317	845
317	844
315	844
315	843
314	843
314	842
313	842
313	841
312	841
312	840
311	840
311	838
310	838
310	837
309	837
309	835
308	835
308	833
307	833
307	830
306	830
306	820
307	820
307	817
308	817
308	815
309	815
309	813
310	813
310	812
311	812
311	810
312	810
312	809
313	809
313	808
314	808
314	807
315	807
315	806
317	806
317	805
318	805
318	804
320	804
320	803
322	803
322	802
324	802
324	801
327	801
327	800
331	800
331	799
344	799
344	800
348	800
348	801
351	801
351	802
353	802
353	803
355	803
355	804
357	804
357	805
358	805
358	806
360	806
360	807
361	807
361	808
362	808
362	809
363	809
363	810
364	810
364	812
365	812
365	813
366	813
366	815
367	815
367	817
368	817
368	820
369	820
