301	754
300	754
300	757
299	757
299	759
298	759
298	761
297	761
297	763
296	763
296	764
295	764
295	765
294	765
294	766
293	766
293	767
292	767
292	768
290	768
290	769
289	769
289	770
287	770
287	771
284	771
284	772
281	772
281	773
270	773
270	772
267	772
267	771
264	771
264	770
262	770
262	769
261	769
261	768
259	768
259	767
258	767
258	766
257	766
257	765
256	765
256	764
255	764
255	763
254	763
254	761
253	761
253	759
252	759
252	757
251	757
251	754
250	754
250	744
251	744
251	741
252	741
252	739
253	739
253	737
254	737
254	735
255	735
255	734
256	734
256	733
257	733
257	732
258	732
258	731
259	731
259	730
261	730
261	729
262	729
262	728
264	728
264	727
267	727
267	726
270	726
270	725
281	725
281	726
284	726
284	727
287	727
287	728
289	728
289	729
290	729
290	730
292	730
292	731
293	731
293	732
294	732
294	733
295	733
295	734
296	734
296	735
297	735
297	737
298	737
298	739
299	739
299	741
300	741
300	744
301	744
