238	583
237	583
237	586
236	586
236	588
235	588
235	590
234	590
234	591
233	591
233	592
232	592
232	593
231	593
231	594
230	594
230	595
228	595
228	596
226	596
226	597
223	597
223	598
213	598
213	597
210	597
210	596
208	596
208	595
206	595
206	594
205	594
205	593
204	593
204	592
203	592
203	591
202	591
202	590
201	590
201	588
200	588
200	586
199	586
199	583
198	583
198	575
199	575
199	572
200	572
200	570
201	570
201	568
202	568
202	567
203	567
203	566
204	566
204	565
205	565
205	564
206	564
206	563
208	563
208	562
210	562
210	561
213	561
213	560
223	560
223	561
226	561
226	562
228	562
228	563
230	563
230	564
231	564
231	565
232	565
232	566
233	566
233	567
234	567
234	568
235	568
235	570
236	570
236	572
237	572
237	575
238	575
