370	846
369	846
369	850
368	850
368	852
367	852
367	854
366	854
366	856
365	856
365	857
364	857
364	858
363	858
363	859
362	859
362	860
361	860
361	861
360	861
360	862
359	862
359	863
357	863
357	864
356	864
356	865
354	865
354	866
351	866
351	867
348	867
348	868
344	868
344	869
332	869
332	868
328	868
328	867
325	867
325	866
322	866
322	865
320	865
320	864
319	864
319	863
317	863
317	862
316	862
316	861
315	861
315	860
314	860
314	859
313	859
313	858
312	858
312	857
311	857
311	856
310	856
310	854
309	854
309	852
308	852
308	850
307	850
307	846
306	846
306	837
307	837
307	833
308	833
308	831
309	831
309	829
310	829
310	827
311	827
311	826
312	826
312	825
313	825
313	824
314	824
314	823
315	823
315	822
316	822
316	821
317	821
317	820
319	820
319	819
320	819
320	818
322	818
322	817
325	817
325	816
328	816
328	815
332	815
332	814
344	814
344	815
348	815
348	816
351	816
351	817
354	817
354	818
356	818
356	819
357	819
357	820
359	820
359	821
360	821
360	822
361	822
361	823
362	823
362	824
363	824
363	825
364	825
364	826
365	826
365	827
366	827
366	829
367	829
367	831
368	831
368	833
369	833
369	837
370	837
