403	800
402	800
402	804
401	804
401	806
400	806
400	808
399	808
399	809
398	809
398	810
397	810
397	812
396	812
396	813
395	813
395	814
393	814
393	815
392	815
392	816
390	816
390	817
389	817
389	818
387	818
387	819
384	819
384	820
380	820
380	821
368	821
368	820
364	820
364	819
361	819
361	818
359	818
359	817
358	817
358	816
356	816
356	815
355	815
355	814
353	814
353	813
352	813
352	812
351	812
351	810
350	810
350	809
349	809
349	808
348	808
348	806
347	806
347	804
346	804
346	800
345	800
345	791
346	791
346	787
347	787
347	785
348	785
348	783
349	783
349	782
350	782
350	781
351	781
351	779
352	779
352	778
353	778
353	777
355	777
355	776
356	776
356	775
358	775
358	774
359	774
359	773
361	773
361	772
364	772
364	771
368	771
368	770
380	770
380	771
384	771
384	772
387	772
387	773
389	773
389	774
390	774
390	775
392	775
392	776
393	776
393	777
395	777
395	778
396	778
396	779
397	779
397	781
398	781
398	782
399	782
399	783
400	783
400	785
401	785
401	787
402	787
402	791
403	791
