347	802
346	802
346	805
345	805
345	807
344	807
344	809
343	809
343	811
342	811
342	812
341	812
341	813
340	813
340	814
339	814
339	815
338	815
338	816
337	816
337	817
335	817
335	818
334	818
334	819
332	819
332	820
330	820
330	821
327	821
327	822
323	822
323	823
311	823
311	822
307	822
307	821
304	821
304	820
302	820
302	819
300	819
300	818
299	818
299	817
297	817
297	816
296	816
296	815
295	815
295	814
294	814
294	813
293	813
293	812
292	812
292	811
291	811
291	809
290	809
290	807
289	807
289	805
288	805
288	802
287	802
287	792
288	792
288	789
289	789
289	787
290	787
290	785
291	785
291	783
292	783
292	782
293	782
293	781
294	781
294	780
295	780
295	779
296	779
296	778
297	778
297	777
299	777
299	776
300	776
300	775
302	775
302	774
304	774
304	773
307	773
307	772
311	772
311	771
323	771
323	772
327	772
327	773
330	773
330	774
332	774
332	775
334	775
334	776
335	776
335	777
337	777
337	778
338	778
338	779
339	779
339	780
340	780
340	781
341	781
341	782
342	782
342	783
343	783
343	785
344	785
344	787
345	787
345	789
346	789
346	792
347	792
