351	813
350	813
350	816
349	816
349	818
348	818
348	820
347	820
347	822
346	822
346	823
345	823
345	824
344	824
344	825
342	825
342	826
341	826
341	827
339	827
339	828
337	828
337	829
334	829
334	830
324	830
324	829
321	829
321	828
319	828
319	827
317	827
317	826
316	826
316	825
314	825
314	824
313	824
313	823
312	823
312	822
311	822
311	820
310	820
310	818
309	818
309	816
308	816
308	813
307	813
307	804
308	804
308	801
309	801
309	799
310	799
310	797
311	797
311	795
312	795
312	794
313	794
313	793
314	793
314	792
316	792
316	791
317	791
317	790
319	790
319	789
321	789
321	788
324	788
324	787
334	787
334	788
337	788
337	789
339	789
339	790
341	790
341	791
342	791
342	792
344	792
344	793
345	793
345	794
346	794
346	795
347	795
347	797
348	797
348	799
349	799
349	801
350	801
350	804
351	804
