412	875
411	875
411	879
410	879
410	881
409	881
409	883
408	883
408	885
407	885
407	886
406	886
406	887
405	887
405	888
404	888
404	889
403	889
403	890
402	890
402	891
400	891
400	892
399	892
399	893
397	893
397	894
394	894
394	895
390	895
390	896
380	896
380	895
376	895
376	894
373	894
373	893
371	893
371	892
370	892
370	891
368	891
368	890
367	890
367	889
366	889
366	888
365	888
365	887
364	887
364	886
363	886
363	885
362	885
362	883
361	883
361	881
360	881
360	879
359	879
359	875
358	875
358	866
359	866
359	862
360	862
360	860
361	860
361	858
362	858
362	856
363	856
363	855
364	855
364	854
365	854
365	853
366	853
366	852
367	852
367	851
368	851
368	850
370	850
370	849
371	849
371	848
373	848
373	847
376	847
376	846
380	846
380	845
390	845
390	846
394	846
394	847
397	847
397	848
399	848
399	849
400	849
400	850
402	850
402	851
403	851
403	852
404	852
404	853
405	853
405	854
406	854
406	855
407	855
407	856
408	856
408	858
409	858
409	860
410	860
410	862
411	862
411	866
412	866
