376	844
375	844
375	848
374	848
374	850
373	850
373	852
372	852
372	854
371	854
371	855
370	855
370	856
369	856
369	857
368	857
368	858
367	858
367	859
366	859
366	860
364	860
364	861
363	861
363	862
361	862
361	863
359	863
359	864
356	864
356	865
352	865
352	866
341	866
341	865
337	865
337	864
334	864
334	863
332	863
332	862
330	862
330	861
329	861
329	860
327	860
327	859
326	859
326	858
325	858
325	857
324	857
324	856
323	856
323	855
322	855
322	854
321	854
321	852
320	852
320	850
319	850
319	848
318	848
318	844
317	844
317	835
318	835
318	831
319	831
319	829
320	829
320	827
321	827
321	825
322	825
322	824
323	824
323	823
324	823
324	822
325	822
325	821
326	821
326	820
327	820
327	819
329	819
329	818
330	818
330	817
332	817
332	816
334	816
334	815
337	815
337	814
341	814
341	813
352	813
352	814
356	814
356	815
359	815
359	816
361	816
361	817
363	817
363	818
364	818
364	819
366	819
366	820
367	820
367	821
368	821
368	822
369	822
369	823
370	823
370	824
371	824
371	825
372	825
372	827
373	827
373	829
374	829
374	831
375	831
375	835
376	835
