228	797
227	797
227	801
226	801
226	803
225	803
225	804
224	804
224	806
223	806
223	807
222	807
222	808
221	808
221	809
220	809
220	810
219	810
219	811
217	811
217	812
215	812
215	813
213	813
213	814
211	814
211	815
207	815
207	816
195	816
195	815
191	815
191	814
189	814
189	813
187	813
187	812
185	812
185	811
183	811
183	810
182	810
182	809
181	809
181	808
180	808
180	807
179	807
179	806
178	806
178	804
177	804
177	803
176	803
176	801
175	801
175	797
174	797
174	789
175	789
175	785
176	785
176	783
177	783
177	782
178	782
178	780
179	780
179	779
180	779
180	778
181	778
181	777
182	777
182	776
183	776
183	775
185	775
185	774
187	774
187	773
189	773
189	772
191	772
191	771
195	771
195	770
207	770
207	771
211	771
211	772
213	772
213	773
215	773
215	774
217	774
217	775
219	775
219	776
220	776
220	777
221	777
221	778
222	778
222	779
223	779
223	780
224	780
224	782
225	782
225	783
226	783
226	785
227	785
227	789
228	789
